TIME	GEO	UNIT	INDX	COICOP	Value	Flag and Footnotes		
2013M08	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	119.9	e	
2013M08	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	119.9	e	
2013M08	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	119.9	e	
2013M08	France	Index	 2015=100	Agricultural commodity price index	Eggs	80.8	e	
2013M08	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	97.8	e	
2013M08	France	Index	 2015=100	Agricultural commodity price index	Butter	121.6	e	
2013M08	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2013M08	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	97.8	e	
2013M08	France	Index	 2015=100	Agricultural commodity price index	Fruit	106.3	e	
2013M08	France	Index	 2015=100	Agricultural commodity price index	Vegetables	100.9	e	
2013M08	France	Index	 2015=100	Agricultural commodity price index	Potatoes	176.3	e	
2013M08	France	Index	 2015=100	Agricultural commodity price index	Sugar	86.7	e	
2013M08	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2013M08	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	106.7	e	
2013M08	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	90.4	e	
2013M08	France	Index	 2015=100	Agricultural commodity price index	Beer	103.5	e	
2013M09	France	Index	 2015=100	Agricultural commodity price index	Food	106	e	
2013M09	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	108.1	e	
2013M09	France	Index	 2015=100	Agricultural commodity price index	Bread	104.9	e	
2013M09	France	Index	 2015=100	Agricultural commodity price index	Meat	110.9	e	
2013M09	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	105.2	e	
2013M09	France	Index	 2015=100	Agricultural commodity price index	Pork	127.7	e	
2013M09	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	102.6	e	
2013M09	France	Index	 2015=100	Agricultural commodity price index	Poultry	109.7	e	
2013M09	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2013M09	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	116.4	e
2013M09	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	120.1	e	
2013M09	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	120.1	e	
2013M09	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	120.1	e	
2013M09	France	Index	 2015=100	Agricultural commodity price index	Eggs	85.7	e	
2013M09	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	96.1	e	
2013M09	France	Index	 2015=100	Agricultural commodity price index	Butter	121.6	e	
2013M09	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2013M09	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	96.1	e	
2013M09	France	Index	 2015=100	Agricultural commodity price index	Fruit	107.4	e	
2013M09	France	Index	 2015=100	Agricultural commodity price index	Vegetables	97.8	e	
2013M09	France	Index	 2015=100	Agricultural commodity price index	Potatoes	162.7	e	
2013M09	France	Index	 2015=100	Agricultural commodity price index	Sugar	86.9	e	
2013M09	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2013M09	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	108.3	e	
2013M09	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	92	e	
2013M09	France	Index	 2015=100	Agricultural commodity price index	Beer	101.7	e	
2013M10	France	Index	 2015=100	Agricultural commodity price index	Food	105.9	e	
2013M10	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	110.8	e	
2013M10	France	Index	 2015=100	Agricultural commodity price index	Bread	110.6	e	
2013M10	France	Index	 2015=100	Agricultural commodity price index	Meat	108	e	
2013M10	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	103.4	e	
2013M10	France	Index	 2015=100	Agricultural commodity price index	Pork	119.1	e	
2013M10	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	103.2	e	
2013M10	France	Index	 2015=100	Agricultural commodity price index	Poultry	108.3	e	
2013M10	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2013M10	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	113.5	e
2013M10	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	115.9	e	
2013M10	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	115.9	e	
2013M10	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	115.9	e	
2013M10	France	Index	 2015=100	Agricultural commodity price index	Eggs	94.3	e	
2013M10	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	98.4	e	
2013M10	France	Index	 2015=100	Agricultural commodity price index	Butter	116.7	e	
2013M10	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2013M10	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	98.4	e	
2013M10	France	Index	 2015=100	Agricultural commodity price index	Fruit	109.4	e	
2013M10	France	Index	 2015=100	Agricultural commodity price index	Vegetables	96.9	e	
2013M10	France	Index	 2015=100	Agricultural commodity price index	Potatoes	143.7	e	
2013M10	France	Index	 2015=100	Agricultural commodity price index	Sugar	87.3	e	
2013M10	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2013M10	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	111.3	e	
2013M10	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	94.4	e	
2013M10	France	Index	 2015=100	Agricultural commodity price index	Beer	100.4	e	
2013M11	France	Index	 2015=100	Agricultural commodity price index	Food	105.7	e	
2013M11	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	111.6	e	
2013M11	France	Index	 2015=100	Agricultural commodity price index	Bread	113.3	e	
2013M11	France	Index	 2015=100	Agricultural commodity price index	Meat	106	e	
2013M11	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	102.5	e	
2013M11	France	Index	 2015=100	Agricultural commodity price index	Pork	113.1	e	
2013M11	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	102.6	e	
2013M11	France	Index	 2015=100	Agricultural commodity price index	Poultry	107	e	
2013M11	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2013M11	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	113.1	e
2013M11	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	115	e	
2013M11	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	115	e	
2013M11	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	115	e	
2013M11	France	Index	 2015=100	Agricultural commodity price index	Eggs	98.9	e	
2013M11	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	99.4	e	
2013M11	France	Index	 2015=100	Agricultural commodity price index	Butter	115.7	e	
2013M11	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2013M11	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	99.4	e	
2013M11	France	Index	 2015=100	Agricultural commodity price index	Fruit	108.9	e	
2013M11	France	Index	 2015=100	Agricultural commodity price index	Vegetables	95.6	e	
2013M11	France	Index	 2015=100	Agricultural commodity price index	Potatoes	131.3	e	
2013M11	France	Index	 2015=100	Agricultural commodity price index	Sugar	87	e	
2013M11	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2013M11	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	111	e	
2013M11	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	96.1	e	
2013M11	France	Index	 2015=100	Agricultural commodity price index	Beer	98.9	e	
2013M12	France	Index	 2015=100	Agricultural commodity price index	Food	105.5	e	
2013M12	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	110.6	e	
2013M12	France	Index	 2015=100	Agricultural commodity price index	Bread	112.8	e	
2013M12	France	Index	 2015=100	Agricultural commodity price index	Meat	104.6	e	
2013M12	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	102.4	e	
2013M12	France	Index	 2015=100	Agricultural commodity price index	Pork	108.4	e	
2013M12	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	100.8	e	
2013M12	France	Index	 2015=100	Agricultural commodity price index	Poultry	106	e	
2013M12	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2013M12	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	115.2	e
2013M12	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	117.2	e	
2013M12	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	117.2	e	
2013M12	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	117.2	e	
2013M12	France	Index	 2015=100	Agricultural commodity price index	Eggs	99.3	e	
2013M12	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	98.9	e	
2013M12	France	Index	 2015=100	Agricultural commodity price index	Butter	118.2	e	
2013M12	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2013M12	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	98.9	e	
2013M12	France	Index	 2015=100	Agricultural commodity price index	Fruit	105.7	e	
2013M12	France	Index	 2015=100	Agricultural commodity price index	Vegetables	93.7	e	
2013M12	France	Index	 2015=100	Agricultural commodity price index	Potatoes	123.7	e	
2013M12	France	Index	 2015=100	Agricultural commodity price index	Sugar	86	e	
2013M12	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2013M12	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	107.5	e	
2013M12	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	97.2	e	
2013M12	France	Index	 2015=100	Agricultural commodity price index	Beer	97	e	
2014M01	France	Index	 2015=100	Agricultural commodity price index	Food	105.3	e	
2014M01	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	107.7	e	
2014M01	France	Index	 2015=100	Agricultural commodity price index	Bread	109.1	e	
2014M01	France	Index	 2015=100	Agricultural commodity price index	Meat	103.9	e	
2014M01	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	103.1	e	
2014M01	France	Index	 2015=100	Agricultural commodity price index	Pork	104.3	e	
2014M01	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	97.7	e	
2014M01	France	Index	 2015=100	Agricultural commodity price index	Poultry	105.1	e	
2014M01	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2014M01	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	120.2	e
2014M01	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	123.2	e	
2014M01	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	123.2	e	
2014M01	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	123.2	e	
2014M01	France	Index	 2015=100	Agricultural commodity price index	Eggs	95.4	e	
2014M01	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	97	e	
2014M01	France	Index	 2015=100	Agricultural commodity price index	Butter	124.9	e	
2014M01	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2014M01	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	97	e	
2014M01	France	Index	 2015=100	Agricultural commodity price index	Fruit	100	e	
2014M01	France	Index	 2015=100	Agricultural commodity price index	Vegetables	90.7	e	
2014M01	France	Index	 2015=100	Agricultural commodity price index	Potatoes	120.3	e	
2014M01	France	Index	 2015=100	Agricultural commodity price index	Sugar	84.2	e	
2014M01	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2014M01	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	100.7	e	
2014M01	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	97.5	e	
2014M01	France	Index	 2015=100	Agricultural commodity price index	Beer	94.9	e	
2014M02	France	Index	 2015=100	Agricultural commodity price index	Food	105.1	e	
2014M02	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	106.5	e	
2014M02	France	Index	 2015=100	Agricultural commodity price index	Bread	107.5	e	
2014M02	France	Index	 2015=100	Agricultural commodity price index	Meat	103.9	e	
2014M02	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	103.5	e	
2014M02	France	Index	 2015=100	Agricultural commodity price index	Pork	103.9	e	
2014M02	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	97	e	
2014M02	France	Index	 2015=100	Agricultural commodity price index	Poultry	104.6	e	
2014M02	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2014M02	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	120.6	e
2014M02	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	123.9	e	
2014M02	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	123.9	e	
2014M02	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	123.9	e	
2014M02	France	Index	 2015=100	Agricultural commodity price index	Eggs	92.6	e	
2014M02	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	97.1	e	
2014M02	France	Index	 2015=100	Agricultural commodity price index	Butter	125.9	e	
2014M02	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2014M02	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	97.1	e	
2014M02	France	Index	 2015=100	Agricultural commodity price index	Fruit	96.2	e	
2014M02	France	Index	 2015=100	Agricultural commodity price index	Vegetables	90.3	e	
2014M02	France	Index	 2015=100	Agricultural commodity price index	Potatoes	114.7	e	
2014M02	France	Index	 2015=100	Agricultural commodity price index	Sugar	85.6	e	
2014M02	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2014M02	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	96.2	e	
2014M02	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	98.4	e	
2014M02	France	Index	 2015=100	Agricultural commodity price index	Beer	95.3	e	
2014M03	France	Index	 2015=100	Agricultural commodity price index	Food	104.9	e	
2014M03	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	107	e	
2014M03	France	Index	 2015=100	Agricultural commodity price index	Bread	107.6	e	
2014M03	France	Index	 2015=100	Agricultural commodity price index	Meat	104.7	e	
2014M03	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	103.6	e	
2014M03	France	Index	 2015=100	Agricultural commodity price index	Pork	107.1	e	
2014M03	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	98.7	e	
2014M03	France	Index	 2015=100	Agricultural commodity price index	Poultry	104.3	e	
2014M03	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2014M03	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	116.3	e
2014M03	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	119.4	e	
2014M03	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	119.4	e	
2014M03	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	119.4	e	
2014M03	France	Index	 2015=100	Agricultural commodity price index	Eggs	90.5	e	
2014M03	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	99.3	e	
2014M03	France	Index	 2015=100	Agricultural commodity price index	Butter	121.3	e	
2014M03	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2014M03	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	99.3	e	
2014M03	France	Index	 2015=100	Agricultural commodity price index	Fruit	93.8	e	
2014M03	France	Index	 2015=100	Agricultural commodity price index	Vegetables	92.4	e	
2014M03	France	Index	 2015=100	Agricultural commodity price index	Potatoes	107.4	e	
2014M03	France	Index	 2015=100	Agricultural commodity price index	Sugar	90.3	e	
2014M03	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2014M03	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	93.5	e	
2014M03	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	100.1	e	
2014M03	France	Index	 2015=100	Agricultural commodity price index	Beer	98.4	e	
2014M04	France	Index	 2015=100	Agricultural commodity price index	Food	104.8	e	
2014M04	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	109.2	e	
2014M04	France	Index	 2015=100	Agricultural commodity price index	Bread	109.6	e	
2014M04	France	Index	 2015=100	Agricultural commodity price index	Meat	106.2	e	
2014M04	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	103.3	e	
2014M04	France	Index	 2015=100	Agricultural commodity price index	Pork	114.7	e	
2014M04	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	103	e	
2014M04	France	Index	 2015=100	Agricultural commodity price index	Poultry	104.2	e	
2014M04	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2014M04	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	107.4	e
2014M04	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	109.6	e	
2014M04	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	109.6	e	
2014M04	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	109.6	e	
2014M04	France	Index	 2015=100	Agricultural commodity price index	Eggs	88.8	e	
2014M04	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	103.7	e	
2014M04	France	Index	 2015=100	Agricultural commodity price index	Butter	110.9	e	
2014M04	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2014M04	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	103.7	e	
2014M04	France	Index	 2015=100	Agricultural commodity price index	Fruit	92.7	e	
2014M04	France	Index	 2015=100	Agricultural commodity price index	Vegetables	97.7	e	
2014M04	France	Index	 2015=100	Agricultural commodity price index	Potatoes	98.5	e	
2014M04	France	Index	 2015=100	Agricultural commodity price index	Sugar	99	e	
2014M04	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2014M04	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	92.3	e	
2014M04	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	102.4	e	
2014M04	France	Index	 2015=100	Agricultural commodity price index	Beer	104.5	e	
2014M05	France	Index	 2015=100	Agricultural commodity price index	Food	104.2	e	
2014M05	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	108.6	e	
2014M05	France	Index	 2015=100	Agricultural commodity price index	Bread	108.9	e	
2014M05	France	Index	 2015=100	Agricultural commodity price index	Meat	106.8	e	
2014M05	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	102.9	e	
2014M05	France	Index	 2015=100	Agricultural commodity price index	Pork	119	e	
2014M05	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	104.4	e	
2014M05	France	Index	 2015=100	Agricultural commodity price index	Poultry	104.3	e	
2014M05	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2014M05	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	104.7	e
2014M05	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	106.7	e	
2014M05	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	106.7	e	
2014M05	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	106.7	e	
2014M05	France	Index	 2015=100	Agricultural commodity price index	Eggs	88.2	e	
2014M05	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	103.9	e	
2014M05	France	Index	 2015=100	Agricultural commodity price index	Butter	107.9	e	
2014M05	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2014M05	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	103.9	e	
2014M05	France	Index	 2015=100	Agricultural commodity price index	Fruit	90.4	e	
2014M05	France	Index	 2015=100	Agricultural commodity price index	Vegetables	100.6	e	
2014M05	France	Index	 2015=100	Agricultural commodity price index	Potatoes	91.7	e	
2014M05	France	Index	 2015=100	Agricultural commodity price index	Sugar	104.6	e	
2014M05	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2014M05	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	89.7	e	
2014M05	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	103.4	e	
2014M05	France	Index	 2015=100	Agricultural commodity price index	Beer	106.8	e	
2014M06	France	Index	 2015=100	Agricultural commodity price index	Food	103.3	e	
2014M06	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	105.1	e	
2014M06	France	Index	 2015=100	Agricultural commodity price index	Bread	105.7	e	
2014M06	France	Index	 2015=100	Agricultural commodity price index	Meat	106.7	e	
2014M06	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	102.2	e	
2014M06	France	Index	 2015=100	Agricultural commodity price index	Pork	120	e	
2014M06	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	103	e	
2014M06	France	Index	 2015=100	Agricultural commodity price index	Poultry	104.5	e	
2014M06	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2014M06	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	107.4	e
2014M06	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	109.7	e	
2014M06	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	109.7	e	
2014M06	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	109.7	e	
2014M06	France	Index	 2015=100	Agricultural commodity price index	Eggs	88.6	e	
2014M06	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	99.8	e	
2014M06	France	Index	 2015=100	Agricultural commodity price index	Butter	111	e	
2014M06	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2014M06	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	99.8	e	
2014M06	France	Index	 2015=100	Agricultural commodity price index	Fruit	86.8	e	
2014M06	France	Index	 2015=100	Agricultural commodity price index	Vegetables	101.5	e	
2014M06	France	Index	 2015=100	Agricultural commodity price index	Potatoes	86.6	e	
2014M06	France	Index	 2015=100	Agricultural commodity price index	Sugar	106.6	e	
2014M06	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2014M06	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	85.7	e	
2014M06	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	103.1	e	
2014M06	France	Index	 2015=100	Agricultural commodity price index	Beer	104.9	e	
2014M07	France	Index	 2015=100	Agricultural commodity price index	Food	101.9	e	
2014M07	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	99	e	
2014M07	France	Index	 2015=100	Agricultural commodity price index	Bread	100	e	
2014M07	France	Index	 2015=100	Agricultural commodity price index	Meat	105.6	e	
2014M07	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	101.3	e	
2014M07	France	Index	 2015=100	Agricultural commodity price index	Pork	117.9	e	
2014M07	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	98.8	e	
2014M07	France	Index	 2015=100	Agricultural commodity price index	Poultry	104.9	e	
2014M07	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2014M07	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	116.3	e
2014M07	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	119.6	e	
2014M07	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	119.6	e	
2014M07	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	119.6	e	
2014M07	France	Index	 2015=100	Agricultural commodity price index	Eggs	90	e	
2014M07	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	91.8	e	
2014M07	France	Index	 2015=100	Agricultural commodity price index	Butter	121.6	e	
2014M07	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2014M07	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	91.8	e	
2014M07	France	Index	 2015=100	Agricultural commodity price index	Fruit	82.1	e	
2014M07	France	Index	 2015=100	Agricultural commodity price index	Vegetables	100.5	e	
2014M07	France	Index	 2015=100	Agricultural commodity price index	Potatoes	82.8	e	
2014M07	France	Index	 2015=100	Agricultural commodity price index	Sugar	105	e	
2014M07	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2014M07	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	80.2	e	
2014M07	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	101.3	e	
2014M07	France	Index	 2015=100	Agricultural commodity price index	Beer	99.1	e	
2014M08	France	Index	 2015=100	Agricultural commodity price index	Food	100.9	e	
2014M08	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	96.3	e	
2014M08	France	Index	 2015=100	Agricultural commodity price index	Bread	97.8	e	
2014M08	France	Index	 2015=100	Agricultural commodity price index	Meat	104	e	
2014M08	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	100.2	e	
2014M08	France	Index	 2015=100	Agricultural commodity price index	Pork	113.8	e	
2014M08	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	97.2	e	
2014M08	France	Index	 2015=100	Agricultural commodity price index	Poultry	104.4	e	
2014M08	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2014M08	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	120.4	e
2014M08	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	123.8	e	
2014M08	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	123.8	e	
2014M08	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	123.8	e	
2014M08	France	Index	 2015=100	Agricultural commodity price index	Eggs	92.5	e	
2014M08	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	87.3	e	
2014M08	France	Index	 2015=100	Agricultural commodity price index	Butter	126	e	
2014M08	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2014M08	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	87.3	e	
2014M08	France	Index	 2015=100	Agricultural commodity price index	Fruit	81.3	e	
2014M08	France	Index	 2015=100	Agricultural commodity price index	Vegetables	99.9	e	
2014M08	France	Index	 2015=100	Agricultural commodity price index	Potatoes	78.9	e	
2014M08	France	Index	 2015=100	Agricultural commodity price index	Sugar	103.4	e	
2014M08	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2014M08	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	79	e	
2014M08	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	100.4	e	
2014M08	France	Index	 2015=100	Agricultural commodity price index	Beer	97.1	e	
2014M09	France	Index	 2015=100	Agricultural commodity price index	Food	100.4	e	
2014M09	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	96.6	e	
2014M09	France	Index	 2015=100	Agricultural commodity price index	Bread	98.6	e	
2014M09	France	Index	 2015=100	Agricultural commodity price index	Meat	101.8	e	
2014M09	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	98.9	e	
2014M09	France	Index	 2015=100	Agricultural commodity price index	Pork	107.5	e	
2014M09	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	98.1	e	
2014M09	France	Index	 2015=100	Agricultural commodity price index	Poultry	103.2	e	
2014M09	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2014M09	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	119.7	e
2014M09	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	122.5	e	
2014M09	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	122.5	e	
2014M09	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	122.5	e	
2014M09	France	Index	 2015=100	Agricultural commodity price index	Eggs	96.7	e	
2014M09	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	85.9	e	
2014M09	France	Index	 2015=100	Agricultural commodity price index	Butter	124.2	e	
2014M09	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2014M09	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	85.9	e	
2014M09	France	Index	 2015=100	Agricultural commodity price index	Fruit	84.4	e	
