TIME	GEO	UNIT	INDX	COICOP	Value	Flag and Footnotes		
2007M09	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	96.7	e	
2007M09	France	Index	 2015=100	Agricultural commodity price index	Butter	104	e	
2007M09	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2007M09	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	96.7	e	
2007M09	France	Index	 2015=100	Agricultural commodity price index	Fruit	83.9	e	
2007M09	France	Index	 2015=100	Agricultural commodity price index	Vegetables	107.4	e	
2007M09	France	Index	 2015=100	Agricultural commodity price index	Potatoes	91.5	e	
2007M09	France	Index	 2015=100	Agricultural commodity price index	Sugar	96.4	e	
2007M09	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2007M09	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	84.9	e	
2007M09	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	70.7	e	
2007M09	France	Index	 2015=100	Agricultural commodity price index	Beer	163.4	e	
2007M10	France	Index	 2015=100	Agricultural commodity price index	Food	98.8	e	
2007M10	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	138.9	e	
2007M10	France	Index	 2015=100	Agricultural commodity price index	Bread	136.3	e	
2007M10	France	Index	 2015=100	Agricultural commodity price index	Meat	89.8	e	
2007M10	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	88.8	e	
2007M10	France	Index	 2015=100	Agricultural commodity price index	Pork	91.7	e	
2007M10	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	82.5	e	
2007M10	France	Index	 2015=100	Agricultural commodity price index	Poultry	91.6	e	
2007M10	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2007M10	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	106.1	e
2007M10	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	106	e	
2007M10	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	106	e	
2007M10	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	106	e	
2007M10	France	Index	 2015=100	Agricultural commodity price index	Eggs	107	e	
2007M10	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	102	e	
2007M10	France	Index	 2015=100	Agricultural commodity price index	Butter	107.2	e	
2007M10	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2007M10	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	102	e	
2007M10	France	Index	 2015=100	Agricultural commodity price index	Fruit	81.9	e	
2007M10	France	Index	 2015=100	Agricultural commodity price index	Vegetables	103.8	e	
2007M10	France	Index	 2015=100	Agricultural commodity price index	Potatoes	83.9	e	
2007M10	France	Index	 2015=100	Agricultural commodity price index	Sugar	91.5	e	
2007M10	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2007M10	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	82.3	e	
2007M10	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	73.5	e	
2007M10	France	Index	 2015=100	Agricultural commodity price index	Beer	167.9	e	
2007M11	France	Index	 2015=100	Agricultural commodity price index	Food	100.2	e	
2007M11	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	139.7	e	
2007M11	France	Index	 2015=100	Agricultural commodity price index	Bread	138.8	e	
2007M11	France	Index	 2015=100	Agricultural commodity price index	Meat	89.8	e	
2007M11	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	89.1	e	
2007M11	France	Index	 2015=100	Agricultural commodity price index	Pork	88.7	e	
2007M11	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	83.5	e	
2007M11	France	Index	 2015=100	Agricultural commodity price index	Poultry	94.1	e	
2007M11	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2007M11	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	110.1	e
2007M11	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	109.7	e	
2007M11	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	109.7	e	
2007M11	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	109.7	e	
2007M11	France	Index	 2015=100	Agricultural commodity price index	Eggs	114.5	e	
2007M11	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	108.3	e	
2007M11	France	Index	 2015=100	Agricultural commodity price index	Butter	110.9	e	
2007M11	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2007M11	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	108.3	e	
2007M11	France	Index	 2015=100	Agricultural commodity price index	Fruit	81.6	e	
2007M11	France	Index	 2015=100	Agricultural commodity price index	Vegetables	99.9	e	
2007M11	France	Index	 2015=100	Agricultural commodity price index	Potatoes	77.8	e	
2007M11	France	Index	 2015=100	Agricultural commodity price index	Sugar	88.7	e	
2007M11	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2007M11	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	81.5	e	
2007M11	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	75.6	e	
2007M11	France	Index	 2015=100	Agricultural commodity price index	Beer	169.6	e	
2007M12	France	Index	 2015=100	Agricultural commodity price index	Food	102.1	e	
2007M12	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	143.3	e	
2007M12	France	Index	 2015=100	Agricultural commodity price index	Bread	145.2	e	
2007M12	France	Index	 2015=100	Agricultural commodity price index	Meat	90.2	e	
2007M12	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	89.4	e	
2007M12	France	Index	 2015=100	Agricultural commodity price index	Pork	88.1	e	
2007M12	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	83.5	e	
2007M12	France	Index	 2015=100	Agricultural commodity price index	Poultry	96	e	
2007M12	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2007M12	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	114.5	e
2007M12	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	114.3	e	
2007M12	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	114.3	e	
2007M12	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	114.3	e	
2007M12	France	Index	 2015=100	Agricultural commodity price index	Eggs	115.3	e	
2007M12	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	115.8	e	
2007M12	France	Index	 2015=100	Agricultural commodity price index	Butter	115.9	e	
2007M12	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2007M12	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	115.8	e	
2007M12	France	Index	 2015=100	Agricultural commodity price index	Fruit	83	e	
2007M12	France	Index	 2015=100	Agricultural commodity price index	Vegetables	94.8	e	
2007M12	France	Index	 2015=100	Agricultural commodity price index	Potatoes	72.9	e	
2007M12	France	Index	 2015=100	Agricultural commodity price index	Sugar	87.9	e	
2007M12	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2007M12	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	82.3	e	
2007M12	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	76.9	e	
2007M12	France	Index	 2015=100	Agricultural commodity price index	Beer	168.6	e	
2008M01	France	Index	 2015=100	Agricultural commodity price index	Food	104.8	e	
2008M01	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	150	e	
2008M01	France	Index	 2015=100	Agricultural commodity price index	Bread	156.4	e	
2008M01	France	Index	 2015=100	Agricultural commodity price index	Meat	91	e	
2008M01	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	89.7	e	
2008M01	France	Index	 2015=100	Agricultural commodity price index	Pork	89.8	e	
2008M01	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	82.6	e	
2008M01	France	Index	 2015=100	Agricultural commodity price index	Poultry	97.1	e	
2008M01	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2008M01	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	119.8	e
2008M01	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	121	e	
2008M01	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	121	e	
2008M01	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	121	e	
2008M01	France	Index	 2015=100	Agricultural commodity price index	Eggs	109.4	e	
2008M01	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	125.2	e	
2008M01	France	Index	 2015=100	Agricultural commodity price index	Butter	123.2	e	
2008M01	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2008M01	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	125.2	e	
2008M01	France	Index	 2015=100	Agricultural commodity price index	Fruit	86.1	e	
2008M01	France	Index	 2015=100	Agricultural commodity price index	Vegetables	87.5	e	
2008M01	France	Index	 2015=100	Agricultural commodity price index	Potatoes	68.9	e	
2008M01	France	Index	 2015=100	Agricultural commodity price index	Sugar	88.9	e	
2008M01	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2008M01	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	84.7	e	
2008M01	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	77.4	e	
2008M01	France	Index	 2015=100	Agricultural commodity price index	Beer	164.9	e	
2008M02	France	Index	 2015=100	Agricultural commodity price index	Food	105.2	e	
2008M02	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	149.2	e	
2008M02	France	Index	 2015=100	Agricultural commodity price index	Bread	156.8	e	
2008M02	France	Index	 2015=100	Agricultural commodity price index	Meat	91.5	e	
2008M02	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	89.3	e	
2008M02	France	Index	 2015=100	Agricultural commodity price index	Pork	91.6	e	
2008M02	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	81.7	e	
2008M02	France	Index	 2015=100	Agricultural commodity price index	Poultry	98.1	e	
2008M02	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2008M02	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	119.5	e
2008M02	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	121.6	e	
2008M02	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	121.6	e	
2008M02	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	121.6	e	
2008M02	France	Index	 2015=100	Agricultural commodity price index	Eggs	103	e	
2008M02	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	131.1	e	
2008M02	France	Index	 2015=100	Agricultural commodity price index	Butter	124	e	
2008M02	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2008M02	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	131.1	e	
2008M02	France	Index	 2015=100	Agricultural commodity price index	Fruit	89.2	e	
2008M02	France	Index	 2015=100	Agricultural commodity price index	Vegetables	86.9	e	
2008M02	France	Index	 2015=100	Agricultural commodity price index	Potatoes	67.2	e	
2008M02	France	Index	 2015=100	Agricultural commodity price index	Sugar	89.5	e	
2008M02	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2008M02	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	87.7	e	
2008M02	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	77.8	e	
2008M02	France	Index	 2015=100	Agricultural commodity price index	Beer	159	e	
2008M03	France	Index	 2015=100	Agricultural commodity price index	Food	103.3	e	
2008M03	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	140.9	e	
2008M03	France	Index	 2015=100	Agricultural commodity price index	Bread	146.5	e	
2008M03	France	Index	 2015=100	Agricultural commodity price index	Meat	91.6	e	
2008M03	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	88.2	e	
2008M03	France	Index	 2015=100	Agricultural commodity price index	Pork	94.1	e	
2008M03	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	80.9	e	
2008M03	France	Index	 2015=100	Agricultural commodity price index	Poultry	98.9	e	
2008M03	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2008M03	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	113.7	e
2008M03	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	116	e	
2008M03	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	116	e	
2008M03	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	116	e	
2008M03	France	Index	 2015=100	Agricultural commodity price index	Eggs	95.7	e	
2008M03	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	133.3	e	
2008M03	France	Index	 2015=100	Agricultural commodity price index	Butter	118.1	e	
2008M03	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2008M03	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	133.3	e	
2008M03	France	Index	 2015=100	Agricultural commodity price index	Fruit	92.4	e	
2008M03	France	Index	 2015=100	Agricultural commodity price index	Vegetables	92.7	e	
2008M03	France	Index	 2015=100	Agricultural commodity price index	Potatoes	67.7	e	
2008M03	France	Index	 2015=100	Agricultural commodity price index	Sugar	89.7	e	
2008M03	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2008M03	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	91.2	e	
2008M03	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	78	e	
2008M03	France	Index	 2015=100	Agricultural commodity price index	Beer	151	e	
2008M04	France	Index	 2015=100	Agricultural commodity price index	Food	99.2	e	
2008M04	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	126.1	e	
2008M04	France	Index	 2015=100	Agricultural commodity price index	Bread	127.1	e	
2008M04	France	Index	 2015=100	Agricultural commodity price index	Meat	91.4	e	
2008M04	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	86.5	e	
2008M04	France	Index	 2015=100	Agricultural commodity price index	Pork	97.4	e	
2008M04	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	80.1	e	
2008M04	France	Index	 2015=100	Agricultural commodity price index	Poultry	99.4	e	
2008M04	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2008M04	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	102.4	e
2008M04	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	104.2	e	
2008M04	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	104.2	e	
2008M04	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	104.2	e	
2008M04	France	Index	 2015=100	Agricultural commodity price index	Eggs	87	e	
2008M04	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	131.5	e	
2008M04	France	Index	 2015=100	Agricultural commodity price index	Butter	105.7	e	
2008M04	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2008M04	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	131.5	e	
2008M04	France	Index	 2015=100	Agricultural commodity price index	Fruit	95.8	e	
2008M04	France	Index	 2015=100	Agricultural commodity price index	Vegetables	108	e	
2008M04	France	Index	 2015=100	Agricultural commodity price index	Potatoes	70.4	e	
2008M04	France	Index	 2015=100	Agricultural commodity price index	Sugar	89.3	e	
2008M04	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2008M04	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	95.7	e	
2008M04	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	78	e	
2008M04	France	Index	 2015=100	Agricultural commodity price index	Beer	140.9	e	
2008M05	France	Index	 2015=100	Agricultural commodity price index	Food	97	e	
2008M05	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	117.4	e	
2008M05	France	Index	 2015=100	Agricultural commodity price index	Bread	116.2	e	
2008M05	France	Index	 2015=100	Agricultural commodity price index	Meat	91.9	e	
2008M05	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	85.7	e	
2008M05	France	Index	 2015=100	Agricultural commodity price index	Pork	101.3	e	
2008M05	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	79.9	e	
2008M05	France	Index	 2015=100	Agricultural commodity price index	Poultry	100	e	
2008M05	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2008M05	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	98.4	e
2008M05	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	100.3	e	
2008M05	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	100.3	e	
2008M05	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	100.3	e	
2008M05	France	Index	 2015=100	Agricultural commodity price index	Eggs	82.6	e	
2008M05	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	127.9	e	
2008M05	France	Index	 2015=100	Agricultural commodity price index	Butter	101.6	e	
2008M05	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2008M05	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	127.9	e	
2008M05	France	Index	 2015=100	Agricultural commodity price index	Fruit	99.4	e	
2008M05	France	Index	 2015=100	Agricultural commodity price index	Vegetables	114.6	e	
2008M05	France	Index	 2015=100	Agricultural commodity price index	Potatoes	73.3	e	
2008M05	France	Index	 2015=100	Agricultural commodity price index	Sugar	89.3	e	
2008M05	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2008M05	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	100	e	
2008M05	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	78	e	
2008M05	France	Index	 2015=100	Agricultural commodity price index	Beer	132.4	e	
2008M06	France	Index	 2015=100	Agricultural commodity price index	Food	96.6	e	
2008M06	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	113.6	e	
2008M06	France	Index	 2015=100	Agricultural commodity price index	Bread	111.6	e	
2008M06	France	Index	 2015=100	Agricultural commodity price index	Meat	93.2	e	
2008M06	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	85.6	e	
2008M06	France	Index	 2015=100	Agricultural commodity price index	Pork	106.4	e	
2008M06	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	80.4	e	
2008M06	France	Index	 2015=100	Agricultural commodity price index	Poultry	100.4	e	
2008M06	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2008M06	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	100.4	e
2008M06	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	102.7	e	
2008M06	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	102.7	e	
2008M06	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	102.7	e	
2008M06	France	Index	 2015=100	Agricultural commodity price index	Eggs	81.3	e	
2008M06	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	122.4	e	
2008M06	France	Index	 2015=100	Agricultural commodity price index	Butter	104	e	
2008M06	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2008M06	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	122.4	e	
2008M06	France	Index	 2015=100	Agricultural commodity price index	Fruit	103.3	e	
2008M06	France	Index	 2015=100	Agricultural commodity price index	Vegetables	112.5	e	
2008M06	France	Index	 2015=100	Agricultural commodity price index	Potatoes	76.5	e	
2008M06	France	Index	 2015=100	Agricultural commodity price index	Sugar	89.5	e	
2008M06	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2008M06	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	104.6	e	
2008M06	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	78	e	
2008M06	France	Index	 2015=100	Agricultural commodity price index	Beer	124.9	e	
2008M07	France	Index	 2015=100	Agricultural commodity price index	Food	97.9	e	
2008M07	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	113.8	e	
2008M07	France	Index	 2015=100	Agricultural commodity price index	Bread	112.4	e	
2008M07	France	Index	 2015=100	Agricultural commodity price index	Meat	95.3	e	
2008M07	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	86.4	e	
2008M07	France	Index	 2015=100	Agricultural commodity price index	Pork	113.8	e	
2008M07	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	81.5	e	
2008M07	France	Index	 2015=100	Agricultural commodity price index	Poultry	100.8	e	
2008M07	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2008M07	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	109	e
2008M07	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	112.2	e	
2008M07	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	112.2	e	
2008M07	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	112.2	e	
2008M07	France	Index	 2015=100	Agricultural commodity price index	Eggs	82.9	e	
2008M07	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	115.1	e	
2008M07	France	Index	 2015=100	Agricultural commodity price index	Butter	114.1	e	
2008M07	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2008M07	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	115.1	e	
2008M07	France	Index	 2015=100	Agricultural commodity price index	Fruit	107.8	e	
2008M07	France	Index	 2015=100	Agricultural commodity price index	Vegetables	101.7	e	
2008M07	France	Index	 2015=100	Agricultural commodity price index	Potatoes	80.1	e	
2008M07	France	Index	 2015=100	Agricultural commodity price index	Sugar	90	e	
2008M07	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2008M07	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	109.5	e	
2008M07	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	77.9	e	
2008M07	France	Index	 2015=100	Agricultural commodity price index	Beer	118.2	e	
2008M08	France	Index	 2015=100	Agricultural commodity price index	Food	96.8	e	
2008M08	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	108.1	e	
2008M08	France	Index	 2015=100	Agricultural commodity price index	Bread	107.3	e	
2008M08	France	Index	 2015=100	Agricultural commodity price index	Meat	95.8	e	
2008M08	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	86.4	e	
2008M08	France	Index	 2015=100	Agricultural commodity price index	Pork	116.1	e	
2008M08	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	82.5	e	
2008M08	France	Index	 2015=100	Agricultural commodity price index	Poultry	100.6	e	
2008M08	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2008M08	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	112.2	e
2008M08	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	115.4	e	
2008M08	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	115.4	e	
2008M08	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	115.4	e	
2008M08	France	Index	 2015=100	Agricultural commodity price index	Eggs	85.1	e	
2008M08	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	106.3	e	
2008M08	France	Index	 2015=100	Agricultural commodity price index	Butter	117.3	e	
2008M08	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2008M08	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	106.3	e	
2008M08	France	Index	 2015=100	Agricultural commodity price index	Fruit	106.9	e	
2008M08	France	Index	 2015=100	Agricultural commodity price index	Vegetables	95.4	e	
2008M08	France	Index	 2015=100	Agricultural commodity price index	Potatoes	80.3	e	
2008M08	France	Index	 2015=100	Agricultural commodity price index	Sugar	89.7	e	
2008M08	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2008M08	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	108.9	e	
2008M08	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	78	e	
2008M08	France	Index	 2015=100	Agricultural commodity price index	Beer	107.9	e	
2008M09	France	Index	 2015=100	Agricultural commodity price index	Food	93.4	e	
2008M09	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	97.1	e	
2008M09	France	Index	 2015=100	Agricultural commodity price index	Bread	97.1	e	
2008M09	France	Index	 2015=100	Agricultural commodity price index	Meat	94.6	e	
2008M09	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	85.5	e	
2008M09	France	Index	 2015=100	Agricultural commodity price index	Pork	113.2	e	
2008M09	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	83.4	e	
2008M09	France	Index	 2015=100	Agricultural commodity price index	Poultry	99.7	e	
2008M09	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2008M09	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	109.7	e
2008M09	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	112.3	e	
2008M09	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	112.3	e	
2008M09	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	112.3	e	
2008M09	France	Index	 2015=100	Agricultural commodity price index	Eggs	88.3	e	
2008M09	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	96.1	e	
2008M09	France	Index	 2015=100	Agricultural commodity price index	Butter	113.7	e	
2008M09	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2008M09	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	96.1	e	
2008M09	France	Index	 2015=100	Agricultural commodity price index	Fruit	100.6	e	
2008M09	France	Index	 2015=100	Agricultural commodity price index	Vegetables	91.6	e	
2008M09	France	Index	 2015=100	Agricultural commodity price index	Potatoes	77.1	e	
2008M09	France	Index	 2015=100	Agricultural commodity price index	Sugar	88.5	e	
2008M09	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
2008M09	France	Index	 2015=100	Agricultural commodity price index	Fruit and vegetables juices 	102.6	e	
2008M09	France	Index	 2015=100	Agricultural commodity price index	Wine from grapes	78.2	e	
2008M09	France	Index	 2015=100	Agricultural commodity price index	Beer	94.6	e	
2008M10	France	Index	 2015=100	Agricultural commodity price index	Food	87.9	e	
2008M10	France	Index	 2015=100	Agricultural commodity price index	Bread and cereals	82.2	e	
2008M10	France	Index	 2015=100	Agricultural commodity price index	Bread	82.8	e	
2008M10	France	Index	 2015=100	Agricultural commodity price index	Meat	91.9	e	
2008M10	France	Index	 2015=100	Agricultural commodity price index	Beef and veal	83.9	e	
2008M10	France	Index	 2015=100	Agricultural commodity price index	Pork	105.2	e	
2008M10	France	Index	 2015=100	Agricultural commodity price index	Lamb and goat	84.2	e	
2008M10	France	Index	 2015=100	Agricultural commodity price index	Poultry	98.2	e	
2008M10	France	Index	 2015=100	Agricultural commodity price index	Fish and seafood	:		
2008M10	France	Index	 2015=100	Agricultural commodity price index	Milk	 cheese and eggs	101.7	e
2008M10	France	Index	 2015=100	Agricultural commodity price index	Fresh whole milk 	102.8	e	
2008M10	France	Index	 2015=100	Agricultural commodity price index	Yoghurt	102.8	e	
2008M10	France	Index	 2015=100	Agricultural commodity price index	Cheese and curd	102.8	e	
2008M10	France	Index	 2015=100	Agricultural commodity price index	Eggs	93	e	
2008M10	France	Index	 2015=100	Agricultural commodity price index	Oils and fats	84.8	e	
2008M10	France	Index	 2015=100	Agricultural commodity price index	Butter	103.2	e	
2008M10	France	Index	 2015=100	Agricultural commodity price index	Olive oil	:		
2008M10	France	Index	 2015=100	Agricultural commodity price index	Other edible oils	84.8	e	
2008M10	France	Index	 2015=100	Agricultural commodity price index	Fruit	89.6	e	
2008M10	France	Index	 2015=100	Agricultural commodity price index	Vegetables	88.9	e	
2008M10	France	Index	 2015=100	Agricultural commodity price index	Potatoes	70.8	e	
2008M10	France	Index	 2015=100	Agricultural commodity price index	Sugar	86.4	e	
2008M10	France	Index	 2015=100	Agricultural commodity price index	Coffee	 tea and cocoa	:	
