Detect Persistent changes in pattern
=============== Training the model Using Change Point Detection Algorithm===============
=============== End of training process ===============
Alert	Score	P-Value	Martingale value
0	76.03	0.15	3.43
0	77.44	0.12	3.19
0	78.34	0.11	3.22
0	79.00	0.12	3.63
0	79.27	0.13	2.99
0	79.06	0.17	0.95
0	78.39	0.23	0.08
0	77.82	0.30	0.01
0	78.06	0.30	0.00
0	79.09	0.22	0.00
0	80.27	0.12	0.00
0	80.96	0.10	0.00
0	80.82	0.14	0.00
0	80.08	0.25	0.00
0	78.72	0.50	0.00
0	76.82	0.12	0.00
0	74.71	0.00	0.00
0	72.92	0.01	0.00
0	71.79	0.03	0.02
0	71.42	0.06	0.03
0	71.69	0.11	0.05
0	72.32	0.18	0.06
0	72.51	0.23	0.08
0	71.87	0.22	0.10
0	70.69	0.18	0.12
0	69.78	0.17	0.09
0	69.57	0.19	0.05
0	69.74	0.22	0.03
0	69.72	0.24	0.04
0	69.30	0.21	0.08
0	68.52	0.13	0.08
0	67.90	0.08	0.00
0	67.47	0.07	0.00
0	67.20	0.09	0.00
0	66.64	0.08	0.00
0	65.88	0.07	0.00
0	64.80	0.05	0.00
0	63.82	0.05	0.00
0	62.94	0.05	0.01
0	62.53	0.07	0.03
0	62.40	0.10	0.05
0	62.26	0.13	0.07
0	61.62	0.13	0.11
0	60.40	0.09	0.26
0	58.79	0.06	0.85
0	57.31	0.04	2.18
0	56.13	0.05	3.21
0	55.18	0.06	3.48
0	54.44	0.08	3.74
0	53.98	0.10	3.16
0	53.93	0.13	1.82
0	53.87	0.16	0.66
0	53.50	0.18	0.20
0	53.00	0.18	0.06
0	52.53	0.18	0.03
0	52.47	0.21	0.01
0	52.56	0.24	0.01
0	52.89	0.29	0.00
0	53.23	0.35	0.00
0	53.56	0.42	0.00
0	53.69	0.49	0.00
0	53.58	0.50	0.00
0	53.33	0.45	0.00
0	53.20	0.41	0.00
0	53.40	0.45	0.00
0	53.71	0.25	0.00
0	54.00	0.10	0.00
0	54.17	0.07	0.00
0	54.38	0.06	0.00
0	54.68	0.05	0.00
0	54.87	0.06	0.00
0	55.18	0.05	0.00
0	55.49	0.05	0.00
0	55.90	0.04	0.00
0	55.84	0.09	0.00
0	55.44	0.21	0.00
0	54.86	0.39	0.00
0	54.44	0.46	0.00
0	53.91	0.27	0.00
0	53.24	0.09	0.02
0	52.38	0.02	0.19
0	51.71	0.02	0.80
0	51.22	0.04	1.36
0	51.12	0.08	1.13
0	51.48	0.15	0.43
0	52.31	0.28	0.11
0	53.39	0.46	0.01
0	54.47	0.36	0.00
0	55.22	0.23	0.00
0	55.70	0.16	0.00
0	55.88	0.13	0.00
0	55.97	0.14	0.00
0	55.94	0.16	0.00
0	55.88	0.19	0.00
0	55.88	0.22	0.00
0	56.03	0.24	0.00
0	56.36	0.23	0.00
0	56.92	0.19	0.00
0	57.77	0.11	0.00
0	58.93	0.04	0.00
0	60.21	0.02	0.00
0	61.53	0.02	0.00
0	62.74	0.03	0.02
0	64.02	0.03	0.09
0	65.18	0.04	0.29
0	66.12	0.06	0.60
0	66.52	0.09	0.87
0	66.42	0.13	1.02
0	65.98	0.19	1.03
0	65.50	0.25	0.93
0	65.10	0.31	0.74
0	65.00	0.34	0.51
0	65.04	0.37	0.28
0	65.27	0.37	0.09
0	65.44	0.38	0.01
0	65.74	0.36	0.00
0	65.99	0.32	0.00
0	66.22	0.25	0.00
0	66.30	0.22	0.00
0	66.56	0.13	0.00
0	66.90	0.07	0.00
0	67.37	0.03	0.00
0	67.86	0.03	0.00
0	68.36	0.03	0.00
0	68.84	0.04	0.00
0	69.11	0.06	0.00
0	69.41	0.08	0.00
0	69.58	0.10	0.01
0	69.78	0.12	0.02
0	69.87	0.14	0.05
0	70.16	0.14	0.11
0	70.77	0.10	0.29
0	71.52	0.07	0.98
0	72.30	0.05	3.69
0	72.94	0.05	8.92
0	73.89	0.04	15.40
0	75.24	0.03	19.08
0	76.73	0.02	20.08
0	77.94	0.03	18.17
0	78.78	0.05	14.46
0	79.86	0.06	15.02
0	81.43	0.06	20.10
0	83.91	0.04	45.81
0	87.10	0.03	159.69
1	90.97	0.02	780.68 <-- alert is on, predicted changepoint
0	95.23	0.03	3663.35
0	99.56	0.03	11056.38
0	103.74	0.04	18475.45
0	107.43	0.05	18510.69
0	111.13	0.06	15820.57
0	115.51	0.06	10494.07
0	120.81	0.06	5069.14
0	125.89	0.06	2148.04
0	129.23	0.08	1007.52
0	130.66	0.11	531.62
0	130.89	0.14	252.46
0	129.91	0.19	88.79
0	126.70	0.26	17.06
0	119.91	0.40	1.63
0	110.60	0.38	0.14
0	100.50	0.17	0.03
0	92.77	0.06	0.01
0	87.96	0.05	0.01
0	85.90	0.07	0.01
0	85.18	0.10	0.01
0	86.06	0.15	0.00
0	88.19	0.21	0.00
0	90.62	0.27	0.00
0	92.07	0.32	0.00
0	92.44	0.35	0.00
0	92.89	0.39	0.00
0	93.90	0.45	0.00
0	95.80	0.47	0.00
0	97.99	0.34	0.00
0	99.61	0.21	0.00
0	99.89	0.13	0.00
0	98.90	0.16	0.00
0	97.59	0.25	0.00
0	96.70	0.32	0.00
0	96.69	0.35	0.00
0	98.24	0.28	0.00
0	101.91	0.09	0.00
0	107.46	0.00	0.00
0	113.56	0.00	0.00
0	119.30	0.01	0.00
0	124.32	0.02	0.04
0	129.02	0.03	0.43
0	132.59	0.05	3.25
0	134.94	0.07	12.92
0	135.53	0.11	22.83
0	135.63	0.15	20.31
0	135.08	0.19	17.10
0	134.54	0.23	17.90
0	133.44	0.28	20.11
0	131.87	0.34	20.63
0	129.77	0.42	14.27
0	127.24	0.48	3.03
0	125.19	0.36	0.06
0	123.82	0.25	0.00
0	123.79	0.19	0.00
0	124.34	0.18	0.00
0	124.27	0.17	0.00
0	122.68	0.14	0.00
0	120.61	0.11	0.00
0	119.73	0.12	0.00
0	120.99	0.20	0.00
0	122.71	0.32	0.00
0	123.99	0.42	0.00
0	123.98	0.46	0.00
0	123.69	0.47	0.00
0	123.32	0.46	0.00
0	123.21	0.47	0.00
0	123.11	0.47	0.00
0	122.93	0.45	0.00
0	122.53	0.39	0.00
0	121.63	0.25	0.00
0	120.19	0.10	0.00
0	118.47	0.02	0.00
0	117.39	0.03	0.00
0	117.27	0.07	0.00
0	117.84	0.13	0.00
0	118.06	0.18	0.00
0	117.96	0.20	0.00
0	118.09	0.25	0.00
0	119.08	0.37	0.00
0	120.40	0.45	0.00
0	120.98	0.36	0.00
0	120.42	0.40	0.00
0	118.63	0.38	0.00
0	116.06	0.07	0.00
0	113.26	0.00	0.00
0	110.84	0.01	0.05
0	109.07	0.02	0.05
0	107.10	0.03	0.05
0	104.59	0.03	0.10
0	101.48	0.03	0.32
0	98.67	0.04	1.11
0	96.54	0.06	3.29
0	95.37	0.09	8.34
0	94.76	0.12	23.29
0	93.93	0.14	66.01
0	92.62	0.15	143.88
0	91.03	0.15	346.69
1	89.83	0.15	796.35 <-- alert is on, predicted changepoint
0	89.03	0.16	376.79
0	88.00	0.16	10.59
0	86.99	0.15	0.65
0	86.22	0.15	0.10
0	86.54	0.19	0.02
0	87.57	0.25	0.00
0	89.27	0.36	0.00
0	90.91	0.50	0.00
0	92.57	0.33	0.00
0	93.77	0.21	0.00
0	94.87	0.12	0.00
0	95.50	0.09	0.00
0	95.77	0.10	0.00
0	95.91	0.13	0.00
0	96.26	0.15	0.00
0	96.83	0.16	0.00
0	96.92	0.19	0.00
0	96.68	0.24	0.00
0	96.51	0.28	0.00
0	97.20	0.25	0.00
0	98.18	0.18	0.00
0	99.17	0.10	0.00
0	99.44	0.09	0.00
0	99.47	0.11	0.00
0	98.89	0.19	0.00
0	98.21	0.31	0.00
0	97.46	0.47	0.00
0	97.38	0.48	0.00
0	97.74	0.46	0.00
0	98.32	0.35	0.00
0	98.38	0.36	0.00
0	97.84	0.46	0.00
0	96.92	0.19	0.00
0	95.93	0.04	0.00
0	95.14	0.02	0.00
0	94.24	0.02	0.00
0	93.42	0.03	0.00
0	92.78	0.05	0.00
0	92.74	0.09	0.00
0	93.03	0.14	0.00
0	93.38	0.21	0.00
0	93.54	0.26	0.00
0	93.86	0.32	0.00
0	94.29	0.41	0.00
0	94.68	0.49	0.00
0	94.60	0.48	0.00
0	94.37	0.48	0.00
0	94.67	0.36	0.00
0	96.04	0.06	0.00
0	98.22	0.00	0.01
0	99.98	0.01	0.03
0	100.22	0.04	0.02
0	98.53	0.16	0.01
0	95.83	0.43	0.00
0	93.58	0.28	0.00
0	92.59	0.17	0.00
0	92.30	0.15	0.00
Counter: 366
